place_name,state,population,rank
"Wellheim, M",Bayern,2716,4364
Weißensberg,Bayern,2712,4365
Großolbersdorf,Sachsen,2710,4366
Theres,Bayern,2710,4367
Fischbachtal,Hessen,2707,4368
Grafling,Bayern,2707,4369
"Gnoien, Warbelstadt",Mecklenburg-Vorpommern,2703,4370
Roggentin,Mecklenburg-Vorpommern,2703,4371
"Burghaslach, M",Bayern,2702,4372
"Eslarn, M",Bayern,2702,4373
Feilitzsch,Bayern,2702,4374
Lindwedel,Niedersachsen,2701,4375
Lauterbach,Baden-Württemberg,2700,4376
Bingen,Baden-Württemberg,2699,4377
Weißenbrunn,Bayern,2698,4378
Hohenkammer,Bayern,2697,4379
Beetzsee,Brandenburg,2696,4380
Niederviehbach,Bayern,2691,4381
Flechtingen,Sachsen-Anhalt,2690,4382
Partenstein,Bayern,2689,4383
Berumbur,Niedersachsen,2688,4384
Rositz,Thüringen,2686,4385
Waigolshausen,Bayern,2686,4386
Fahrdorf,Schleswig-Holstein,2684,4387
Möttingen,Bayern,2683,4388
Dürmentingen,Baden-Württemberg,2681,4389
Alsheim,Rheinland-Pfalz,2680,4390
Roggenburg,Bayern,2679,4391
Lägerdorf,Schleswig-Holstein,2677,4392
Straufhain,Thüringen,2677,4393
"Neuhaus a.d.Pegnitz, M",Bayern,2676,4394
Schönwölkau,Sachsen,2676,4395
Denkte,Niedersachsen,2672,4396
Probstzella,Thüringen,2672,4397
Rehling,Bayern,2672,4398
Söchtenau,Bayern,2672,4399
Friedewald,Hessen,2668,4400
Merdingen,Baden-Württemberg,2668,4401
Ebeleben,Thüringen,2667,4402
Veilsdorf,Thüringen,2667,4403
Erxleben,Sachsen-Anhalt,2664,4404
Themar,Thüringen,2664,4405
Adelheidsdorf,Niedersachsen,2660,4406
Frauenau,Bayern,2659,4407
Oberndorf a.Lech,Bayern,2659,4408
"Pfaffenhausen, M",Bayern,2659,4409
Laucha an der Unstrut,Sachsen-Anhalt,2657,4410
Frauenstein,Sachsen,2656,4411
Newel,Rheinland-Pfalz,2655,4412
Berngau,Bayern,2654,4413
Tawern,Rheinland-Pfalz,2653,4414
Sankt Sebastian,Rheinland-Pfalz,2652,4415
Elstra / Halštrow,Sachsen,2651,4416
Thüngersheim,Bayern,2649,4417
Herrischried,Baden-Württemberg,2648,4418
"Oberelsbach, M",Bayern,2647,4419
Wiesent,Bayern,2647,4420
Gemünden (Felda),Hessen,2646,4421
Ringsheim,Baden-Württemberg,2645,4422
Großweitzschen,Sachsen,2643,4423
Ittlingen,Baden-Württemberg,2643,4424
Schwarme,Niedersachsen,2643,4425
Demitz-Thumitz,Sachsen,2642,4426
"Rieden, M",Bayern,2640,4427
Walsdorf,Bayern,2639,4428
Elterlein,Sachsen,2636,4429
Fahrenbach,Baden-Württemberg,2636,4430
"Geiselwind, M",Bayern,2633,4431
Steinberg,Sachsen,2633,4432
Grafenberg,Baden-Württemberg,2632,4433
Kist,Bayern,2632,4434
Bawinkel,Niedersachsen,2630,4435
Prittriching,Bayern,2630,4436
Gottfrieding,Bayern,2629,4437
Gachenbach,Bayern,2627,4438
Westerholt,Niedersachsen,2626,4439
Hanhofen,Rheinland-Pfalz,2624,4440
Lichtenberg/Erzgeb.,Sachsen,2624,4441
Groß Köris,Brandenburg,2623,4442
Flonheim,Rheinland-Pfalz,2622,4443
Harth-Pöllnitz,Thüringen,2622,4444
Banzkow,Mecklenburg-Vorpommern,2620,4445
Herleshausen,Hessen,2620,4446
Hattstedt,Schleswig-Holstein,2617,4447
Kefenrod,Hessen,2616,4448
Heiligkreuzsteinach,Baden-Württemberg,2614,4449
Iggingen,Baden-Württemberg,2613,4450
Ferdinandshof,Mecklenburg-Vorpommern,2611,4451
Adelsried,Bayern,2610,4452
Sauldorf,Baden-Württemberg,2607,4453
Jengen,Bayern,2606,4454
Pfaffenweiler,Baden-Württemberg,2604,4455
Nordendorf,Bayern,2599,4456
Schopfloch,Baden-Württemberg,2598,4457
Geroldsgrün,Bayern,2596,4458
Osdorf,Schleswig-Holstein,2596,4459
Burkau / Porchow,Sachsen,2595,4460
Dieblich,Rheinland-Pfalz,2595,4461
Pfaffenhofen,Baden-Württemberg,2593,4462
Marxheim,Bayern,2591,4463
Rhönblick,Thüringen,2588,4464
"Lam, M",Bayern,2586,4465
Bad Peterstal-Griesbach,Baden-Württemberg,2583,4466
Leimersheim,Rheinland-Pfalz,2583,4467
Wildpoldsried,Bayern,2583,4468
"Lupburg, M",Bayern,2582,4469
Rodewald,Niedersachsen,2582,4470
Steinigtwolmsdorf,Sachsen,2582,4471
Lentföhrden,Schleswig-Holstein,2579,4472
Schluchsee,Baden-Württemberg,2577,4473
Rosenberg,Baden-Württemberg,2575,4474
Wohltorf,Schleswig-Holstein,2575,4475
Wolfersdorf,Bayern,2575,4476
Romrod,Hessen,2574,4477
Thurmansbang,Bayern,2570,4478
Dörzbach,Baden-Württemberg,2568,4479
Haiming,Bayern,2567,4480
Putlitz,Brandenburg,2566,4481
Schönwald im Schwarzwald,Baden-Württemberg,2566,4482
Grub a.Forst,Bayern,2565,4483
Lichtenwald,Baden-Württemberg,2564,4484
Seitingen-Oberflacht,Baden-Württemberg,2564,4485
Friedrichstadt,Schleswig-Holstein,2563,4486
Höchenschwand,Baden-Württemberg,2563,4487
Nußdorf a.Inn,Bayern,2562,4488
Sulzbach-Laufen,Baden-Württemberg,2560,4489
Altfraunhofen,Bayern,2559,4490
Schkölen,Thüringen,2559,4491
Lauterstein,Baden-Württemberg,2558,4492
Brüel,Mecklenburg-Vorpommern,2557,4493
Inzlingen,Baden-Württemberg,2555,4494
Erpel,Rheinland-Pfalz,2554,4495
Großheirath,Bayern,2554,4496
Brohl-Lützing,Rheinland-Pfalz,2553,4497
Hetzerath,Rheinland-Pfalz,2553,4498
Wincheringen,Rheinland-Pfalz,2553,4499
"Kastl, M",Bayern,2550,4500
"Kinding, M",Bayern,2549,4501
Ostelsheim,Baden-Württemberg,2549,4502
Eime,Niedersachsen,2548,4503
Faulbach,Bayern,2548,4504
"Helmstadt, M",Bayern,2547,4505
"Wittislingen, M",Bayern,2546,4506
"Freihung, M",Bayern,2545,4507
Friesack,Brandenburg,2545,4508
Göggingen,Baden-Württemberg,2545,4509
Fußgönheim,Rheinland-Pfalz,2544,4510
Krölpa,Thüringen,2543,4511
Puderbach,Rheinland-Pfalz,2542,4512
Pähl,Bayern,2542,4513
Berghaupten,Baden-Württemberg,2539,4514
Salmtal,Rheinland-Pfalz,2539,4515
"Wiesenttal, M",Bayern,2539,4516
Sasbachwalden,Baden-Württemberg,2538,4517
Wasbek,Schleswig-Holstein,2536,4518
Danndorf,Niedersachsen,2535,4519
"Dürrwangen, M",Bayern,2534,4520
Gerhardshofen,Bayern,2534,4521
Dernbach (Westerwald),Rheinland-Pfalz,2533,4522
Tannheim,Baden-Württemberg,2533,4523
Glatten,Baden-Württemberg,2531,4524
Igling,Bayern,2531,4525
Schleife / Slepo,Sachsen,2531,4526
Schwörstadt,Baden-Württemberg,2531,4527
Eimeldingen,Baden-Württemberg,2529,4528
Gägelow,Mecklenburg-Vorpommern,2529,4529
Neuburg am Rhein,Rheinland-Pfalz,2529,4530
Niederwürschnitz,Sachsen,2528,4531
Schleusegrund,Thüringen,2528,4532
Gehrde,Niedersachsen,2527,4533
Oberwolfach,Baden-Württemberg,2527,4534
Alsleben (Saale),Sachsen-Anhalt,2526,4535
Heede,Niedersachsen,2526,4536
Lauenbrück,Niedersachsen,2526,4537
Sauensiek,Niedersachsen,2525,4538
Geldersheim,Bayern,2524,4539
Wustrow (Wendland),Niedersachsen,2524,4540
Nahe,Schleswig-Holstein,2522,4541
Steinhagen,Mecklenburg-Vorpommern,2522,4542
Birken-Honigsessen,Rheinland-Pfalz,2521,4543
Kindsbach,Rheinland-Pfalz,2521,4544
Kottenheim,Rheinland-Pfalz,2521,4545
Hausen b.Würzburg,Bayern,2520,4546
Ehrenberg (Rhön),Hessen,2519,4547
Rötgesbüttel,Niedersachsen,2519,4548
Bad Bibra,Sachsen-Anhalt,2515,4549
Welschbillig,Rheinland-Pfalz,2515,4550
Bobitz,Mecklenburg-Vorpommern,2514,4551
Neukirchen b.Sulzbach-Rosenberg,Bayern,2514,4552
Bad Wilsnack,Brandenburg,2512,4553
"Sellin, Ostseebad",Mecklenburg-Vorpommern,2511,4554
Hinterzarten,Baden-Württemberg,2510,4555
Scheer,Baden-Württemberg,2510,4556
"Insel Poel, Ostseebad",Mecklenburg-Vorpommern,2507,4557
Itzstedt,Schleswig-Holstein,2507,4558
Lampertswalde,Sachsen,2506,4559
Tribsees,Mecklenburg-Vorpommern,2506,4560
Halbe,Brandenburg,2504,4561
Neuhardenberg,Brandenburg,2504,4562
Nittel,Rheinland-Pfalz,2504,4563
Schönau im Schwarzwald,Baden-Württemberg,2504,4564
Freudental,Baden-Württemberg,2502,4565
Hessigheim,Baden-Württemberg,2502,4566
"Kirchheim i.Schw., M",Bayern,2501,4567
"Mönchberg, M",Bayern,2500,4568
Plessa,Brandenburg,2500,4569
Chamerau,Bayern,2498,4570
Bad Eilsen,Niedersachsen,2494,4571
"Betzenstein, St",Bayern,2491,4572
Loffenau,Baden-Württemberg,2491,4573
Hillerse,Niedersachsen,2489,4574
Kemmern,Bayern,2489,4575
Siegbach,Hessen,2488,4576
"Heidenheim, M",Bayern,2487,4577
Küstriner Vorland,Brandenburg,2487,4578
Edesheim,Rheinland-Pfalz,2486,4579
Eitelborn,Rheinland-Pfalz,2486,4580
Reinsfeld,Rheinland-Pfalz,2486,4581
Ballrechten-Dottingen,Baden-Württemberg,2485,4582
Engelsberg,Bayern,2485,4583
Hardt,Baden-Württemberg,2484,4584
Hollenbach,Bayern,2484,4585
Marienhafe,Niedersachsen,2484,4586
Eichenbühl,Bayern,2481,4587
Gaiberg,Baden-Württemberg,2480,4588
Beimerstetten,Baden-Württemberg,2479,4589
Königshain-Wiederau,Sachsen,2479,4590
"Weidenbach, M",Bayern,2479,4591
Silberstedt,Schleswig-Holstein,2477,4592
Wang,Bayern,2475,4593
Aicha vorm Wald,Bayern,2474,4594
Straßberg,Baden-Württemberg,2474,4595
"Moosbach, M",Bayern,2473,4596
Braunsbach,Baden-Württemberg,2472,4597
Collenberg,Bayern,2472,4598
Gaukönigshofen,Bayern,2471,4599
Eggebek,Schleswig-Holstein,2469,4600
Probsteierhagen,Schleswig-Holstein,2469,4601
Oberpframmern,Bayern,2467,4602
Armsheim,Rheinland-Pfalz,2466,4603
Unterkirnach,Baden-Württemberg,2466,4604
Guldental,Rheinland-Pfalz,2465,4605
Eschbach,Baden-Württemberg,2464,4606
Papendorf,Mecklenburg-Vorpommern,2464,4607
Hummeltal,Bayern,2462,4608
"Obernzenn, M",Bayern,2462,4609
Ellerstadt,Rheinland-Pfalz,2459,4610
Golßen,Brandenburg,2458,4611
Schwabenheim an der Selz,Rheinland-Pfalz,2458,4612
Teistungen,Thüringen,2457,4613
Weitersburg,Rheinland-Pfalz,2457,4614
Friedrichskoog,Schleswig-Holstein,2456,4615
Haarbach,Bayern,2456,4616
Steinwenden,Rheinland-Pfalz,2456,4617
Pleiskirchen,Bayern,2454,4618
"Flachslanden, M",Bayern,2452,4619
Gyhum,Niedersachsen,2451,4620
Schönwalde am Bungsberg,Schleswig-Holstein,2451,4621
Epfenbach,Baden-Württemberg,2448,4622
Hergatz,Bayern,2448,4623
Neuhausen/Erzgeb.,Sachsen,2448,4624
Steimbke,Niedersachsen,2448,4625
Elmstein,Rheinland-Pfalz,2446,4626
Grainet,Bayern,2445,4627
Egling a.d.Paar,Bayern,2444,4628
Hillscheid,Rheinland-Pfalz,2444,4629
Effeltrich,Bayern,2443,4630
Ohorn,Sachsen,2443,4631
Hinterschmiding,Bayern,2442,4632
Muhr a.See,Bayern,2441,4633
Schapen,Niedersachsen,2438,4634
Vögelsen,Niedersachsen,2438,4635
Barendorf,Niedersachsen,2436,4636
Siek,Schleswig-Holstein,2436,4637
Krempe,Schleswig-Holstein,2435,4638
Bernbeuren,Bayern,2433,4639
Borstel-Hohenraden,Schleswig-Holstein,2432,4640
"Kasendorf, M",Bayern,2432,4641
"Wallenfels, St",Bayern,2432,4642
Boffzen,Niedersachsen,2430,4643
"Boltenhagen, Ostseebad",Mecklenburg-Vorpommern,2430,4644
Bothel,Niedersachsen,2430,4645
Kubschütz / Kubšicy,Sachsen,2428,4646
Schwepnitz,Sachsen,2425,4647
Weißenborn/Erzgeb.,Sachsen,2425,4648
Weiding,Bayern,2424,4649
Seehausen a.Staffelsee,Bayern,2422,4650
Wittenförden,Mecklenburg-Vorpommern,2421,4651
Bernried am Starnberger See,Bayern,2420,4652
Postmünster,Bayern,2419,4653
Weichering,Bayern,2418,4654
Weihmichl,Bayern,2416,4655
Mossautal,Hessen,2415,4656
Großenseebach,Bayern,2414,4657
Jöhstadt,Sachsen,2413,4658
Röderaue,Sachsen,2413,4659
Ellefeld,Sachsen,2412,4660
Uckerland,Brandenburg,2412,4661
Apelern,Niedersachsen,2411,4662
Unlingen,Baden-Württemberg,2411,4663
Sagard,Mecklenburg-Vorpommern,2410,4664
Unterreichenbach,Baden-Württemberg,2409,4665
Kürnbach,Baden-Württemberg,2407,4666
Weiler bei Bingen,Rheinland-Pfalz,2407,4667
Abtsteinach,Hessen,2405,4668
Ebermannsdorf,Bayern,2404,4669
Pforzen,Bayern,2404,4670
Wees,Schleswig-Holstein,2400,4671
Weisenbach,Baden-Württemberg,2400,4672
Bad Tennstedt,Thüringen,2399,4673
Handeloh,Niedersachsen,2399,4674
Oberharmersbach,Baden-Württemberg,2397,4675
Elbtal,Hessen,2396,4676
Erlenbach b.Marktheidenfeld,Bayern,2396,4677
Fensterbach,Bayern,2390,4678
Winningen,Rheinland-Pfalz,2390,4679
Reichenschwand,Bayern,2389,4680
Ziesar,Brandenburg,2389,4681
Hürup,Schleswig-Holstein,2388,4682
Kummerfeld,Schleswig-Holstein,2386,4683
Struppen,Sachsen,2386,4684
Reichersbeuern,Bayern,2384,4685
Hochdorf,Baden-Württemberg,2383,4686
Moos,Bayern,2383,4687
Kaisersbach,Baden-Württemberg,2381,4688
"Parkstein, M",Bayern,2379,4689
Rietschen / Rěčicy,Sachsen,2379,4690
Aholming,Bayern,2378,4691
Wegeleben,Sachsen-Anhalt,2378,4692
Aach,Baden-Württemberg,2377,4693
Niepars,Mecklenburg-Vorpommern,2377,4694
Drachselsried,Bayern,2375,4695
"Waal, M",Bayern,2372,4696
Hausen im Wiesental,Baden-Württemberg,2371,4697
"Pleystein, St",Bayern,2368,4698
Pöhl,Sachsen,2367,4699
Bockenheim an der Weinstraße,Rheinland-Pfalz,2366,4700
Nentershausen,Hessen,2366,4701
Boos,Bayern,2365,4702
Jagstzell,Baden-Württemberg,2365,4703
Raisting,Bayern,2365,4704
Wolpertshausen,Baden-Württemberg,2365,4705
Ottenbach,Baden-Württemberg,2364,4706
"Stammbach, M",Bayern,2363,4707
Mehring,Bayern,2361,4708
Rastenberg,Thüringen,2360,4709
Großhartmannsdorf,Sachsen,2359,4710
"Pretzfeld, M",Bayern,2359,4711
Fell,Rheinland-Pfalz,2358,4712
Mulda/Sa.,Sachsen,2358,4713
Breklum,Schleswig-Holstein,2357,4714
Weddingstedt,Schleswig-Holstein,2357,4715
Langenweißbach,Sachsen,2356,4716
Viöl,Schleswig-Holstein,2356,4717
Lobbach,Baden-Württemberg,2353,4718
Schwanebeck,Sachsen-Anhalt,2352,4719
Bendestorf,Niedersachsen,2349,4720
"Nassenfels, M",Bayern,2348,4721
Nauort,Rheinland-Pfalz,2348,4722
Wrist,Schleswig-Holstein,2347,4723
Brachbach,Rheinland-Pfalz,2346,4724
Osterfeld,Sachsen-Anhalt,2346,4725
Husby,Schleswig-Holstein,2345,4726
Gefell,Thüringen,2344,4727
Schlieben,Brandenburg,2344,4728
Wallhausen,Sachsen-Anhalt,2344,4729
Zuzenhausen,Baden-Württemberg,2343,4730
Hermaringen,Baden-Württemberg,2341,4731
Mehring,Rheinland-Pfalz,2341,4732
Kaulsdorf,Thüringen,2340,4733
Neuenkirchen,Mecklenburg-Vorpommern,2340,4734
Nußdorf,Bayern,2340,4735
Köditz,Bayern,2339,4736
Oberdischingen,Baden-Württemberg,2339,4737
Großmaischeid,Rheinland-Pfalz,2338,4738
Opfenbach,Bayern,2337,4739
Husum,Niedersachsen,2335,4740
Bolanden,Rheinland-Pfalz,2333,4741
Neschwitz / Njeswačidło,Sachsen,2332,4742
Rethem (Aller),Niedersachsen,2332,4743
Weitefeld,Rheinland-Pfalz,2332,4744
Bichl,Bayern,2329,4745
Kretzschau,Sachsen-Anhalt,2329,4746
Sandberg,Bayern,2329,4747
Waldhufen,Sachsen,2329,4748
Gartz (Oder),Brandenburg,2328,4749
Pfaffenhofen a.d.Glonn,Bayern,2328,4750
"Sugenheim, M",Bayern,2328,4751
Nordstrand,Schleswig-Holstein,2326,4752
Altdöbern,Brandenburg,2325,4753
"Dentlein a.Forst, M",Bayern,2325,4754
Bollschweil,Baden-Württemberg,2324,4755
Johanniskirchen,Bayern,2324,4756
Monsheim,Rheinland-Pfalz,2322,4757
"Schmidmühlen, M",Bayern,2322,4758
Bernstadt,Baden-Württemberg,2318,4759
Menslage,Niedersachsen,2318,4760
Walting,Bayern,2317,4761
Grasleben,Niedersachsen,2316,4762
Itzgrund,Bayern,2315,4763
Arrach,Bayern,2314,4764
Lottstetten,Baden-Württemberg,2313,4765
Gelting,Schleswig-Holstein,2311,4766
Walderbach,Bayern,2311,4767
Heidenau,Niedersachsen,2310,4768
Theilheim,Bayern,2310,4769
Süderlügum,Schleswig-Holstein,2308,4770
"Burgsinn, M",Bayern,2307,4771
Kirchgellersen,Niedersachsen,2306,4772
Neumagen-Dhron,Rheinland-Pfalz,2306,4773
Zwiefalten,Baden-Württemberg,2305,4774
Kremperheide,Schleswig-Holstein,2300,4775
Tangstedt,Schleswig-Holstein,2299,4776
Dobel,Baden-Württemberg,2297,4777
Prisdorf,Schleswig-Holstein,2297,4778
Auerbach,Sachsen,2296,4779
Waidhofen,Bayern,2294,4780
Bachhagel,Bayern,2289,4781
"Wachenroth, M",Bayern,2289,4782
"Hohenfels, M",Bayern,2288,4783
Julbach,Bayern,2288,4784
Schöpstal,Sachsen,2288,4785
Katzenelnbogen,Rheinland-Pfalz,2287,4786
Salz,Bayern,2287,4787
Egmating,Bayern,2286,4788
Taura,Sachsen,2285,4789
Holzmaden,Baden-Württemberg,2284,4790
Kodersdorf,Sachsen,2283,4791
Miltach,Bayern,2283,4792
Rhaunen,Rheinland-Pfalz,2283,4793
Brieskow-Finkenheerd,Brandenburg,2282,4794
Breitenbrunn,Bayern,2280,4795
Hausen,Bayern,2280,4796
Hohnstorf (Elbe),Niedersachsen,2280,4797
Gutach (Schwarzwaldbahn),Baden-Württemberg,2279,4798
Rottenacker,Baden-Württemberg,2278,4799
Kohlberg,Baden-Württemberg,2277,4800
Lörzweiler,Rheinland-Pfalz,2277,4801
"Neubrunn, M",Bayern,2275,4802
Flörsbachtal,Hessen,2274,4803
Grebenau,Hessen,2273,4804
Roßhaupten,Bayern,2272,4805
Grafenhausen,Baden-Württemberg,2271,4806
Ronshausen,Hessen,2271,4807
Essingen,Rheinland-Pfalz,2270,4808
"Schönsee, St",Bayern,2269,4809
Öpfingen,Baden-Württemberg,2268,4810
Niederkirchen bei Deidesheim,Rheinland-Pfalz,2267,4811
Neckargerach,Baden-Württemberg,2266,4812
Rehden,Niedersachsen,2266,4813
Remlingen-Semmenstedt,Niedersachsen,2266,4814
Waldesch,Rheinland-Pfalz,2266,4815
Osburg,Rheinland-Pfalz,2264,4816
Brokstedt,Schleswig-Holstein,2263,4817
Egglham,Bayern,2262,4818
Lindberg,Bayern,2259,4819
Suhlendorf,Niedersachsen,2256,4820
Westerheim,Bayern,2256,4821
Eckartsberga,Sachsen-Anhalt,2255,4822
Breitscheid,Rheinland-Pfalz,2254,4823
Dogern,Baden-Württemberg,2254,4824
"Painten, M",Bayern,2252,4825
"Dirlewang, M",Bayern,2251,4826
Dollern,Niedersachsen,2251,4827
Petting,Bayern,2250,4828
Gruibingen,Baden-Württemberg,2249,4829
Sünching,Bayern,2249,4830
Unterdietfurt,Bayern,2249,4831
Wanna,Niedersachsen,2249,4832
Klingenmünster,Rheinland-Pfalz,2247,4833
Hohnhorst,Niedersachsen,2246,4834
Schechingen,Baden-Württemberg,2245,4835
Erfde,Schleswig-Holstein,2243,4836
Radbruch,Niedersachsen,2243,4837
"Stamsried, M",Bayern,2243,4838
Weisweil,Baden-Württemberg,2243,4839
Kulmain,Bayern,2242,4840
Wriedel,Niedersachsen,2240,4841
Pettstadt,Bayern,2238,4842
Wessobrunn,Bayern,2237,4843
Assamstadt,Baden-Württemberg,2236,4844
Harxheim,Rheinland-Pfalz,2236,4845
Hohenfels,Baden-Württemberg,2236,4846
Langenaltheim,Bayern,2236,4847
Lamerdingen,Bayern,2235,4848
Riesbürg,Baden-Württemberg,2234,4849
Runding,Bayern,2234,4850
"Arberg, M",Bayern,2233,4851
Leibertingen,Baden-Württemberg,2233,4852
"Mainbernheim, St",Bayern,2230,4853
Elxleben,Thüringen,2229,4854
Toppenstedt,Niedersachsen,2229,4855
Geiersthal,Bayern,2228,4856
Lautertal (Vogelsberg),Hessen,2227,4857
"Lubmin, Seebad",Mecklenburg-Vorpommern,2226,4858
Regnitzlosau,Bayern,2226,4859
Landscheid,Rheinland-Pfalz,2224,4860
Wasserliesch,Rheinland-Pfalz,2220,4861
"Kirchzell, M",Bayern,2218,4862
"Nienhagen, Ostseebad",Mecklenburg-Vorpommern,2218,4863
Lauenförde,Niedersachsen,2217,4864
Kiebitzreihe,Schleswig-Holstein,2215,4865
Holtland,Niedersachsen,2214,4866
Waldböckelheim,Rheinland-Pfalz,2212,4867
Hayingen,Baden-Württemberg,2211,4868
Ahorn,Baden-Württemberg,2209,4869
Pörnbach,Bayern,2209,4870
Saffig,Rheinland-Pfalz,2209,4871
Chorin,Brandenburg,2208,4872
Falkenberg,Brandenburg,2208,4873
Schlettau,Sachsen,2208,4874
Filsum,Niedersachsen,2207,4875
Heigenbrücken,Bayern,2207,4876
Ilmmünster,Bayern,2207,4877
Kirchdorf,Niedersachsen,2207,4878
Ottrau,Hessen,2207,4879
Iggensbach,Bayern,2206,4880
Osloß,Niedersachsen,2206,4881
Simmersfeld,Baden-Württemberg,2206,4882
Bann,Rheinland-Pfalz,2204,4883
Dienheim,Rheinland-Pfalz,2204,4884
Großenbrode,Schleswig-Holstein,2202,4885
Berkenthin,Schleswig-Holstein,2201,4886
Bilshausen,Niedersachsen,2201,4887
Borkheide,Brandenburg,2201,4888
Gomadingen,Baden-Württemberg,2200,4889
Oppach,Sachsen,2199,4890
Dommitzsch,Sachsen,2198,4891
Grosselfingen,Baden-Württemberg,2198,4892
Kaltenengers,Rheinland-Pfalz,2198,4893
Ostritz,Sachsen,2198,4894
Ducherow,Mecklenburg-Vorpommern,2197,4895
Kirchberg an der Iller,Baden-Württemberg,2196,4896
Borkwalde,Brandenburg,2195,4897
Puschendorf,Bayern,2195,4898
Dürnau,Baden-Württemberg,2194,4899
Insheim,Rheinland-Pfalz,2193,4900
Mespelbrunn,Bayern,2193,4901
Zeiskam,Rheinland-Pfalz,2193,4902
Neuschönau,Bayern,2191,4903
Oßling / Wóslink,Sachsen,2191,4904
Wangels,Schleswig-Holstein,2190,4905
Ahrenshagen-Daskow,Mecklenburg-Vorpommern,2188,4906
Greifenberg,Bayern,2187,4907
Delingsdorf,Schleswig-Holstein,2186,4908
Seedorf,Schleswig-Holstein,2186,4909
Niederfrohna,Sachsen,2182,4910
Steinhausen an der Rottum,Baden-Württemberg,2182,4911
Asendorf,Niedersachsen,2181,4912
Gebesee,Thüringen,2181,4913
"Neuhof a.d.Zenn, M",Bayern,2181,4914
Ahorntal,Bayern,2180,4915
Naundorf,Sachsen,2179,4916
Buchholz (Aller),Niedersachsen,2178,4917
Feldatal,Hessen,2178,4918
Obertrubach,Bayern,2177,4919
Birkenfeld,Bayern,2176,4920
Altendiez,Rheinland-Pfalz,2175,4921
"Ipsheim, M",Bayern,2175,4922
Mitterskirchen,Bayern,2172,4923
Schwallungen,Thüringen,2172,4924
Kirchheim,Bayern,2171,4925
Garz/Rügen,Mecklenburg-Vorpommern,2170,4926
Warmensteinach,Bayern,2169,4927
Kirchehrenbach,Bayern,2167,4928
Hackenheim,Rheinland-Pfalz,2166,4929
Neuburg,Mecklenburg-Vorpommern,2166,4930
"Rerik, Ostseebad",Mecklenburg-Vorpommern,2166,4931
Rogätz,Sachsen-Anhalt,2166,4932
Spardorf,Bayern,2166,4933
Hochkirch / Bukecy,Sachsen,2162,4934
Pemfling,Bayern,2161,4935
Reit im Winkl,Bayern,2161,4936
Altendorf,Bayern,2160,4937
Altheim,Baden-Württemberg,2160,4938
Ensdorf,Bayern,2160,4939
Haldenwang,Bayern,2157,4940
Clenze,Niedersachsen,2156,4941
Horhausen (Westerwald),Rheinland-Pfalz,2156,4942
Harsleben / Harschlewe,Sachsen-Anhalt,2154,4943
Langlingen,Niedersachsen,2154,4944
Reichartshausen,Baden-Württemberg,2154,4945
Bärenstein,Sachsen,2152,4946
Spiegelberg,Baden-Württemberg,2152,4947
Königstein/Sächs. Schw.,Sachsen,2151,4948
Kröv,Rheinland-Pfalz,2150,4949
Hettenshausen,Bayern,2149,4950
Veringenstadt,Baden-Württemberg,2149,4951
Jatznick,Mecklenburg-Vorpommern,2148,4952
Cavertitz,Sachsen,2147,4953
Deinste,Niedersachsen,2144,4954
Albertshofen,Bayern,2142,4955
Gau-Bickelheim,Rheinland-Pfalz,2142,4956
Wohratal,Hessen,2142,4957
Heimbuchenthal,Bayern,2140,4958
Schimberg,Thüringen,2140,4959
Walpertskirchen,Bayern,2140,4960
Weitenhagen,Mecklenburg-Vorpommern,2139,4961
Eisenbach (Hochschwarzwald),Baden-Württemberg,2138,4962
Balzheim,Baden-Württemberg,2137,4963
Bargstedt,Niedersachsen,2137,4964
Breitenfelde,Schleswig-Holstein,2136,4965
Dietersheim,Bayern,2136,4966
"Colmberg, M",Bayern,2134,4967
Woringen,Bayern,2134,4968
Rüdnitz,Brandenburg,2133,4969
Zeilarn,Bayern,2130,4970
"Markt Wald, M",Bayern,2129,4971
Oberhausen,Bayern,2129,4972
Elsendorf,Bayern,2127,4973
Frittlingen,Baden-Württemberg,2127,4974
Auerbach,Bayern,2125,4975
Lünne,Niedersachsen,2125,4976
Zeltingen-Rachtig,Rheinland-Pfalz,2125,4977
Wartmannsroth,Bayern,2123,4978
Obhausen,Sachsen-Anhalt,2122,4979
Schirmitz,Bayern,2122,4980
"Waidhaus, M",Bayern,2121,4981
Wolfertschwenden,Bayern,2121,4982
